datetime,open,high,low,close
2/10/2026,1.19198,1.19271,1.18879,1.19017
2/9/2026,1.18145,1.19262,1.18098,1.19201
2/8/2026,1.18186,1.18204,1.18147,1.18147
2/7/2026,1.18192,1.18276,1.18073,1.18188
2/6/2026,1.17946,1.18255,1.17673,1.18195
2/5/2026,1.18093,1.1821,1.1781,1.17946
2/4/2026,1.18156,1.18375,1.17918,1.18095
2/3/2026,1.17899,1.18282,1.178,1.18154
2/2/2026,1.18534,1.18745,1.17758,1.17897
2/1/2026,1.18537,1.18739,1.18364,1.18533
1/31/2026,1.18683,1.18689,1.18503,1.18539
1/30/2026,1.19524,1.19744,1.18533,1.18686
1/29/2026,1.19402,1.19941,1.19073,1.19525
1/28/2026,1.19771,1.20656,1.18966,1.19407
1/27/2026,1.18794,1.19908,1.1851,1.19773
1/26/2026,1.1854,1.19084,1.18356,1.18798
1/25/2026,1.18244,1.1865,1.18056,1.18545
1/24/2026,1.18123,1.18348,1.18108,1.18247
1/23/2026,1.1744,1.1814,1.17288,1.18126
1/22/2026,1.16911,1.17503,1.16701,1.17443
1/21/2026,1.17131,1.17433,1.16781,1.16913
1/20/2026,1.16432,1.1749,1.16324,1.17133
1/19/2026,1.15783,1.16494,1.15754,1.16435
1/18/2026,1.16053,1.16067,1.15654,1.15786
1/17/2026,1.15966,1.16068,1.15937,1.16056
1/16/2026,1.16136,1.16275,1.15851,1.15968
1/15/2026,1.16372,1.16476,1.15935,1.16138
1/14/2026,1.16494,1.16619,1.16361,1.16374
1/13/2026,1.16725,1.16757,1.16357,1.16496
1/12/2026,1.16368,1.16984,1.16226,1.16727
1/11/2026,1.1635,1.16562,1.16321,1.1637
1/10/2026,1.16349,1.16418,1.163,1.16351
1/9/2026,1.16498,1.1663,1.16191,1.1635
1/8/2026,1.16831,1.16844,1.16424,1.16499
1/7/2026,1.16902,1.17025,1.1674,1.16833
1/6/2026,1.17278,1.17426,1.16842,1.16903
1/5/2026,1.17238,1.17286,1.16597,1.1728
1/3/2026,1.17234,1.17237,1.17159,1.17204
1/2/2026,1.17442,1.17653,1.17139,1.17235
1/1/2026,1.17464,1.17506,1.17429,1.17442
12/31/2025,1.17464,1.17583,1.1721,1.17566
12/30/2025,1.17675,1.17801,1.17459,1.17462
12/29/2025,1.17695,1.17889,1.17506,1.17674
12/27/2025,1.17759,1.17817,1.1767,1.17718
12/26/2025,1.17828,1.17965,1.17623,1.17756
12/25/2025,1.17823,1.17907,1.17768,1.17832
12/24/2025,1.17908,1.18082,1.17809,1.17849
12/23/2025,1.17558,1.18021,1.17528,1.17908
12/22/2025,1.17175,1.17688,1.17069,1.17559
12/20/2025,1.17238,1.17258,1.17072,1.17091
12/19/2025,1.17249,1.17382,1.17041,1.17236
12/18/2025,1.17449,1.17596,1.17137,1.17248
12/17/2025,1.17582,1.17631,1.17046,1.17447
12/16/2025,1.17496,1.18017,1.17363,1.1758
12/15/2025,1.17387,1.17691,1.1728,1.17496
12/13/2025,1.1741,1.17468,1.17386,1.17402
12/12/2025,1.17413,1.17502,1.17193,1.17408
12/11/2025,1.16789,1.17625,1.16764,1.17413
12/10/2025,1.16281,1.16818,1.16226,1.16791
12/9/2025,1.16398,1.16575,1.16165,1.1628
12/8/2025,1.1641,1.16731,1.16171,1.16398
12/6/2025,1.16435,1.16481,1.16398,1.16431
12/5/2025,1.16528,1.16717,1.16297,1.16435
12/4/2025,1.16738,1.16825,1.16509,1.16528
12/3/2025,1.16238,1.16781,1.16197,1.16739
12/2/2025,1.16086,1.16239,1.15931,1.16239
12/1/2025,1.15938,1.16519,1.15903,1.16087
11/29/2025,1.1603,1.16048,1.1598,1.15993
11/28/2025,1.15956,1.16082,1.15554,1.16032
11/27/2025,1.15937,1.16136,1.15768,1.15958
11/26/2025,1.15849,1.16006,1.15495,1.1594
11/25/2025,1.15274,1.15855,1.1512,1.15851
11/24/2025,1.15121,1.15498,1.15024,1.15276
11/22/2025,1.15133,1.1521,1.15095,1.15125
11/21/2025,1.15379,1.1552,1.14912,1.15139
11/20/2025,1.15212,1.15495,1.15078,1.15376
11/19/2025,1.15857,1.15969,1.15189,1.1521
11/18/2025,1.1584,1.16081,1.15718,1.15861
11/17/2025,1.1621,1.1625,1.1582,1.15843
11/15/2025,1.16183,1.16239,1.16154,1.16154
11/14/2025,1.16352,1.16536,1.16068,1.16183
11/13/2025,1.15861,1.16553,1.15793,1.16356
11/12/2025,1.15853,1.15982,1.15634,1.15867
11/11/2025,1.15613,1.1605,1.15468,1.15843
11/10/2025,1.15582,1.1583,1.15409,1.15612
11/8/2025,1.15602,1.15672,1.1558,1.15661
11/7/2025,1.15446,1.15912,1.15295,1.15592
11/6/2025,1.14863,1.15524,1.14861,1.15446
11/5/2025,1.14783,1.14978,1.14689,1.14857
11/4/2025,1.15197,1.15333,1.14729,1.1479
11/3/2025,1.15301,1.15415,1.15051,1.15192
11/1/2025,1.15268,1.15392,1.15252,1.1535
10/31/2025,1.15648,1.15774,1.15219,1.15248
10/30/2025,1.15997,1.16345,1.15474,1.15648
10/29/2025,1.16521,1.16651,1.15782,1.15992
10/28/2025,1.16471,1.16681,1.1626,1.16521
10/27/2025,1.16308,1.16517,1.1618,1.16473
10/25/2025,1.16314,1.16355,1.16215,1.16246
10/24/2025,1.16167,1.16475,1.16015,1.16321
10/23/2025,1.16059,1.16225,1.15854,1.16158
10/22/2025,1.16009,1.16222,1.15769,1.16058
10/21/2025,1.1641,1.16551,1.15977,1.16006
10/20/2025,1.16566,1.16754,1.16384,1.16409
10/18/2025,1.16727,1.16727,1.16489,1.16508
10/17/2025,1.16888,1.17283,1.16568,1.16706
10/16/2025,1.16443,1.16941,1.16417,1.16889
10/15/2025,1.16055,1.16468,1.15999,1.16445
10/14/2025,1.15661,1.16147,1.15427,1.16055
10/13/2025,1.15934,1.16296,1.15574,1.15662
10/11/2025,1.16128,1.16285,1.16039,1.16131
10/10/2025,1.15593,1.16305,1.1559,1.16126
10/9/2025,1.16278,1.1648,1.15421,1.15595
10/8/2025,1.16503,1.16645,1.15985,1.1628
10/7/2025,1.17105,1.17206,1.16477,1.16502
10/6/2025,1.17243,1.17307,1.16517,1.17107
10/4/2025,1.17384,1.17423,1.17384,1.17423
10/3/2025,1.17153,1.17586,1.17137,1.17384
10/2/2025,1.17237,1.17582,1.16833,1.17153
10/1/2025,1.17331,1.17786,1.17155,1.17237
9/30/2025,1.17266,1.17615,1.17123,1.1733
9/29/2025,1.17042,1.17544,1.17038,1.17266
9/27/2025,1.17009,1.17009,1.17009,1.17009
9/26/2025,1.16653,1.17072,1.1657,1.17009
9/25/2025,1.17376,1.17539,1.16454,1.16653
9/24/2025,1.18152,1.18188,1.17283,1.17375
9/23/2025,1.18027,1.18198,1.17785,1.18152
9/22/2025,1.17408,1.18037,1.17261,1.18034
9/20/2025,1.17442,1.17442,1.17442,1.17442
9/19/2025,1.17849,1.17924,1.17288,1.17442
9/18/2025,1.18122,1.18482,1.17503,1.17859
9/17/2025,1.18668,1.19183,1.18078,1.18128
9/16/2025,1.1761,1.18782,1.17574,1.1867
9/15/2025,1.17283,1.17744,1.17162,1.1761
9/13/2025,1.17328,1.17328,1.17328,1.17328
9/12/2025,1.17339,1.17476,1.17014,1.17328
9/11/2025,1.16946,1.17459,1.16601,1.17339
9/10/2025,1.17088,1.17305,1.1691,1.16951
9/9/2025,1.1763,1.1781,1.17038,1.17085
9/8/2025,1.1706,1.17658,1.17049,1.17627
9/6/2025,1.17108,1.17108,1.17108,1.17108
9/5/2025,1.16491,1.17596,1.16456,1.17108
9/4/2025,1.16613,1.167,1.16295,1.16488
9/3/2025,1.16386,1.16818,1.1608,1.16603
9/2/2025,1.17106,1.17188,1.16103,1.16416
9/1/2025,1.16884,1.17369,1.16862,1.17107
8/30/2025,1.1683,1.1683,1.1683,1.1683
8/29/2025,1.16816,1.1709,1.16505,1.1683
8/28/2025,1.16379,1.16978,1.16274,1.16825
8/27/2025,1.16475,1.16529,1.15744,1.16387
8/26/2025,1.16255,1.16648,1.16027,1.16417
8/25/2025,1.17135,1.17215,1.16029,1.16189
8/23/2025,1.17152,1.17152,1.17152,1.17152
8/22/2025,1.1606,1.17432,1.15823,1.17152
8/21/2025,1.1653,1.16632,1.16006,1.16063
8/20/2025,1.16509,1.16743,1.16215,1.16526
8/19/2025,1.16609,1.16934,1.16385,1.16471
8/18/2025,1.17144,1.17149,1.16563,1.16612
8/16/2025,1.16901,1.17013,1.16901,1.17013
8/15/2025,1.16481,1.1716,1.16455,1.16902
8/14/2025,1.17063,1.17163,1.16304,1.16482
8/13/2025,1.1676,1.17311,1.16664,1.17061
8/12/2025,1.16157,1.16975,1.15986,1.16755
8/11/2025,1.16475,1.16763,1.15896,1.16159
8/9/2025,1.16401,1.16401,1.16401,1.16401
8/8/2025,1.1665,1.168,1.1628,1.16366
8/7/2025,1.16593,1.16989,1.16128,1.1665
8/6/2025,1.15737,1.16687,1.1564,1.16596
8/5/2025,1.15687,1.15888,1.15276,1.15758
8/4/2025,1.15837,1.15905,1.15492,1.1572
8/2/2025,1.15831,1.15904,1.15831,1.15904
8/1/2025,1.14146,1.15977,1.13914,1.15839
7/31/2025,1.1408,1.14614,1.14014,1.14149
7/30/2025,1.15458,1.15725,1.13998,1.14046
7/29/2025,1.15877,1.1599,1.15187,1.15466
7/28/2025,1.17551,1.17701,1.15852,1.1588
7/26/2025,1.17401,1.17409,1.17401,1.17409
7/25/2025,1.17427,1.17608,1.17032,1.17402
7/24/2025,1.17663,1.17885,1.17308,1.17465
7/23/2025,1.17538,1.1775,1.17108,1.17697
7/22/2025,1.1693,1.1761,1.16789,1.17539
7/21/2025,1.16268,1.17168,1.16143,1.16931
7/19/2025,1.16207,1.16207,1.16207,1.16207
7/18/2025,1.1594,1.16731,1.15899,1.16195
7/17/2025,1.16376,1.16423,1.15559,1.15961
7/16/2025,1.16007,1.17227,1.15621,1.16375
7/15/2025,1.16663,1.16927,1.15925,1.16019
7/14/2025,1.16648,1.16985,1.16536,1.1665
7/12/2025,1.1688,1.1688,1.1688,1.1688
7/11/2025,1.17006,1.17144,1.16647,1.16843
7/10/2025,1.17167,1.17495,1.16704,1.17005
7/9/2025,1.17246,1.17291,1.16895,1.17185
7/8/2025,1.17079,1.17651,1.16827,1.17248
7/7/2025,1.17806,1.17902,1.16869,1.1708
7/5/2025,1.17702,1.17702,1.17702,1.17702
7/4/2025,1.17577,1.17877,1.17499,1.17667
7/3/2025,1.17991,1.18107,1.17169,1.17565
7/2/2025,1.18055,1.18103,1.17464,1.17982
7/1/2025,1.17872,1.18303,1.17678,1.17872
6/30/2025,1.17275,1.17716,1.17091,1.17275
6/27/2025,1.16922,1.17509,1.16843,1.16922
6/26/2025,1.16837,1.17434,1.16686,1.16837
6/25/2025,1.16122,1.16314,1.1591,1.16122
6/24/2025,1.1599,1.16359,1.15829,1.1599
6/23/2025,1.15009,1.15517,1.14555,1.15009
6/20/2025,1.15128,1.15346,1.14961,1.15128
6/19/2025,1.14775,1.14869,1.14485,1.14775
6/18/2025,1.14826,1.153,1.14824,1.14826
6/17/2025,1.15513,1.15741,1.15125,1.15513
6/16/2025,1.15567,1.16148,1.15249,1.15567
6/13/2025,1.16003,1.16121,1.14929,1.16003
6/12/2025,1.15093,1.16287,1.15028,1.15093
6/11/2025,1.14375,1.1491,1.1406,1.14375
6/10/2025,1.1428,1.14483,1.13746,1.1428
6/9/2025,1.14078,1.14403,1.13876,1.14078
6/6/2025,1.14538,1.14587,1.13723,1.14538
6/5/2025,1.1422,1.14943,1.14061,1.1422
6/4/2025,1.13845,1.14346,1.13594,1.13845
6/3/2025,1.14534,1.14551,1.13676,1.14534
6/2/2025,1.13533,1.14491,1.13533,1.13533
5/30/2025,1.13784,1.13904,1.13144,1.13784
5/29/2025,1.12337,1.13695,1.12271,1.12337
5/28/2025,1.13371,1.13456,1.12843,1.13371
5/27/2025,1.13885,1.1409,1.13252,1.13885
5/26/2025,1.13728,1.14189,1.13693,1.13728
5/23/2025,1.12818,1.13766,1.12799,1.12818
5/22/2025,1.13312,1.13446,1.12671,1.13312
5/21/2025,1.1288,1.13623,1.12874,1.1288
5/20/2025,1.12334,1.12773,1.12187,1.12334
5/19/2025,1.11876,1.1286,1.11736,1.11876
5/16/2025,1.11927,1.12199,1.11414,1.11927
5/15/2025,1.11819,1.12278,1.11748,1.11819
5/14/2025,1.11856,1.12646,1.11824,1.11856
5/13/2025,1.10956,1.11774,1.10956,1.10956
5/12/2025,1.12296,1.12429,1.10751,1.12296
5/9/2025,1.12242,1.12911,1.11998,1.12242
5/8/2025,1.13062,1.13367,1.12361,1.13062
5/7/2025,1.13428,1.13777,1.13271,1.13428
5/6/2025,1.13134,1.13612,1.12812,1.13134
5/5/2025,1.13232,1.13645,1.13129,1.13232
5/2/2025,1.12965,1.13786,1.12752,1.12965
5/1/2025,1.13249,1.1341,1.1267,1.13249
4/30/2025,1.13893,1.13989,1.13271,1.13893
4/29/2025,1.14091,1.14196,1.13714,1.14091
4/28/2025,1.13431,1.14082,1.13311,1.13431
4/25/2025,1.13719,1.13843,1.13162,1.13719
4/24/2025,1.13273,1.13943,1.13223,1.13273
4/23/2025,1.13513,1.14401,1.1338,1.13513
4/22/2025,1.15128,1.15465,1.1454,1.15128
4/17/2025,1.13968,1.13968,1.13413,1.13968
4/16/2025,1.12927,1.13902,1.12927,1.12927
4/15/2025,1.13397,1.13779,1.12857,1.13397
4/14/2025,1.13431,1.14248,1.12997,1.13431
4/11/2025,1.12578,1.14718,1.12509,1.12578
4/10/2025,1.095206,1.12254,1.095206,1.095206
4/9/2025,1.098044,1.10948,1.097225,1.098044
4/8/2025,1.091536,1.099191,1.089194,1.091536
4/7/2025,1.098454,1.10498,1.090322,1.098454
4/4/2025,1.10437,1.11075,1.096479,1.10437
4/3/2025,1.090869,1.11334,1.088246,1.090869
4/2/2025,1.079599,1.087264,1.078202,1.079599
4/1/2025,1.081888,1.083072,1.077958,1.081888
3/31/2025,1.082392,1.084846,1.078574,1.082392
3/28/2025,1.0801,1.084528,1.076589,1.0801
3/27/2025,1.074206,1.081876,1.074206,1.074206
3/26/2025,1.078749,1.080229,1.076878,1.078749
3/25/2025,1.080357,1.083072,1.077865,1.080357
3/24/2025,1.083576,1.085694,1.079075,1.083576
3/21/2025,1.08567,1.08613,1.080567,1.08567
3/20/2025,1.091191,1.091751,1.08183,1.091191
3/19/2025,1.093948,1.094571,1.087595,1.093948
3/18/2025,1.091918,1.095446,1.089704,1.091918
3/17/2025,1.088127,1.092896,1.086921,1.088127
3/14/2025,1.085564,1.091012,1.08313,1.085564
3/13/2025,1.088625,1.089918,1.082298,1.088625
3/12/2025,1.091417,1.093458,1.087725,1.091417
3/11/2025,1.08394,1.093028,1.083682,1.08394
3/10/2025,1.086059,1.087347,1.080625,1.086059
3/7/2025,1.078795,1.088566,1.078214,1.078795
3/6/2025,1.079494,1.085105,1.078249,1.079494
3/5/2025,1.062699,1.078586,1.060288,1.062699
3/4/2025,1.048504,1.055955,1.047175,1.048504
3/3/2025,1.041385,1.050023,1.039047,1.041385
2/28/2025,1.039512,1.042101,1.038184,1.039512
2/27/2025,1.048878,1.048988,1.040485,1.048878
2/26/2025,1.05241,1.052742,1.047647,1.05241
2/25/2025,1.046134,1.051845,1.045795,1.046134
2/24/2025,1.047482,1.052864,1.045435,1.047482
2/21/2025,1.050056,1.050751,1.044998,1.050056
2/20/2025,1.042101,1.047878,1.041971,1.042101
2/19/2025,1.044834,1.046244,1.040507,1.044834
2/18/2025,1.048537,1.048647,1.044277,1.048537
2/17/2025,1.048922,1.050707,1.046737,1.048922
2/14/2025,1.046167,1.05137,1.044812,1.046167
2/13/2025,1.039199,1.044572,1.037926,1.039199
2/12/2025,1.036495,1.039566,1.031821,1.036495
2/11/2025,1.030153,1.035197,1.029273,1.030153
2/10/2025,1.031162,1.033602,1.029951,1.031162
2/7/2025,1.038573,1.040594,1.032461,1.038573
2/6/2025,1.040085,1.040529,1.035454,1.040085
2/5/2025,1.03728,1.043645,1.037043,1.03728
2/4/2025,1.032738,1.03868,1.027654,1.032738
2/3/2025,1.024779,1.032652,1.021304,1.024779
1/31/2025,1.039728,1.041233,1.036205,1.039728
1/30/2025,1.042525,1.046551,1.039134,1.042525
1/29/2025,1.042905,1.044495,1.038346,1.042905
1/28/2025,1.044506,1.045577,1.041526,1.044506
1/27/2025,1.046759,1.053375,1.045435,1.046759
1/24/2025,1.041602,1.051934,1.04132,1.041602
1/23/2025,1.041016,1.042546,1.038562,1.041016
1/22/2025,1.040594,1.045806,1.040074,1.040594
1/21/2025,1.042068,1.043406,1.034458,1.042068
1/20/2025,1.027739,1.042731,1.027739,1.027739
1/17/2025,1.030195,1.032972,1.026652,1.030195
1/16/2025,1.029527,1.031151,1.026378,1.029527
1/15/2025,1.030684,1.035025,1.027063,1.030684
1/14/2025,1.026525,1.030397,1.023971,1.026525
1/13/2025,1.024443,1.025021,1.018382,1.024443
1/10/2025,1.02976,1.031194,1.022119,1.02976
1/9/2025,1.03147,1.032311,1.028616,1.03147
1/8/2025,1.034554,1.03584,1.027675,1.034554
1/7/2025,1.038637,1.043623,1.035947,1.038637
1/6/2025,1.030535,1.043504,1.029633,1.030535
1/3/2025,1.026821,1.030535,1.026546,1.026821
1/2/2025,1.035186,1.03756,1.023185,1.035186
12/31/2024,1.040615,1.042427,1.034854,1.040615
12/30/2024,1.042938,1.04585,1.03742,1.042938
12/27/2024,1.042318,1.044495,1.040669,1.042318
12/26/2024,1.039955,1.042535,1.039145,1.039955
12/25/2024,1.040258,1.043297,1.04015,1.040258
12/24/2024,1.040583,1.041124,1.038745,1.040583
12/23/2024,1.043308,1.044823,1.038594,1.043308
12/20/2024,1.036495,1.043308,1.034426,1.036495
12/19/2024,1.035025,1.04222,1.035025,1.035025
12/18/2024,1.049505,1.051525,1.046781,1.049505
12/17/2024,1.051735,1.053286,1.047998,1.051735
12/16/2024,1.051005,1.05241,1.047504,1.051005
12/13/2024,1.047406,1.052299,1.045435,1.047406
12/12/2024,1.050685,1.052997,1.046485,1.050685
12/11/2024,1.053297,1.054074,1.048163,1.053297
12/10/2024,1.05552,1.056747,1.050034,1.05552
12/9/2024,1.056546,1.059277,1.053308,1.056546
12/6/2024,1.05856,1.062643,1.054608,1.05856
12/5/2024,1.051414,1.058828,1.050895,1.051414
12/4/2024,1.051083,1.054007,1.047395,1.051083
12/3/2024,1.050122,1.053031,1.048185,1.050122
12/2/2024,1.054574,1.054574,1.046222,1.054507
11/29/2024,1.056301,1.059547,1.054296,1.056301
11/28/2024,1.056245,1.056524,1.05292,1.056245
11/27/2024,1.04912,1.058347,1.047548,1.04912
11/26/2024,1.04443,1.054385,1.042731,1.04443
11/25/2024,1.047987,1.052964,1.044954,1.047987
11/22/2024,1.046934,1.049869,1.033987,1.046934
11/21/2024,1.054619,1.055743,1.046912,1.054619
11/20/2024,1.06076,1.061233,1.050851,1.06076
11/19/2024,1.05949,1.060108,1.052853,1.05949
11/18/2024,1.053375,1.058649,1.053119,1.053375
11/15/2024,1.053008,1.059165,1.052443,1.053008
11/14/2024,1.056412,1.058089,1.049924,1.056412
11/13/2024,1.061673,1.064906,1.055977,1.061673
11/12/2024,1.066439,1.066439,1.059704,1.066439
11/11/2024,1.07149,1.072846,1.06288,1.07149
11/8/2024,1.079517,1.079739,1.071042,1.079517
11/7/2024,1.073307,1.082603,1.071409,1.073307
11/6/2024,1.093446,1.093446,1.068376,1.093446
11/5/2024,1.087406,1.09218,1.087335,1.087406
11/4/2024,1.087453,1.091584,1.087039,1.087453
11/1/2024,1.088613,1.090405,1.084846,1.088613
10/31/2024,1.085918,1.088838,1.084505,1.085918
10/30/2024,1.082064,1.086673,1.080999,1.082064
10/29/2024,1.081677,1.082626,1.077041,1.081677
10/28/2024,1.079657,1.08272,1.078272,1.079657
10/25/2024,1.082415,1.084246,1.081186,1.082415
10/24/2024,1.078051,1.081023,1.077157,1.078051
10/23/2024,1.079727,1.080847,1.076264,1.079727
10/22/2024,1.081783,1.083776,1.080194,1.081783
10/21/2024,1.086862,1.086957,1.082111,1.086862
10/18/2024,1.082954,1.086366,1.082825,1.082954
10/17/2024,1.086248,1.086992,1.081385,1.086248
10/16/2024,1.088412,1.090156,1.086815,1.088412
10/15/2024,1.090917,1.091822,1.088578,1.090917
10/14/2024,1.092538,1.093972,1.090572,1.092538
10/11/2024,1.093386,1.095422,1.092741,1.093386
10/10/2024,1.094331,1.095446,1.091405,1.094331
10/9/2024,1.097574,1.098056,1.094068,1.097574
10/8/2024,1.097574,1.099747,1.096167,1.097574
10/7/2024,1.097454,1.098503,1.095554,1.097454
10/4/2024,1.10356,1.104,1.095614,1.10356
10/3/2024,1.10485,1.10485,1.10096,1.10485
10/2/2024,1.10639,1.10822,1.10341,1.10639
10/1/2024,1.11366,1.11458,1.10611,1.11366
9/30/2024,1.11698,1.12084,1.11361,1.11698
9/27/2024,1.11772,1.11998,1.11266,1.11772
9/26/2024,1.1131,1.11896,1.11268,1.1131
9/25/2024,1.11912,1.12124,1.11417,1.11912
9/24/2024,1.11117,1.11635,1.1104,1.11117
9/23/2024,1.11608,1.11682,1.10849,1.11608
9/20/2024,1.1162,1.11817,1.11373,1.1162
9/19/2024,1.11148,1.11807,1.10705,1.11148
9/18/2024,1.11231,1.11408,1.11091,1.11231
9/17/2024,1.11295,1.11462,1.11131,1.11295
9/16/2024,1.10884,1.11354,1.10871,1.10884
9/13/2024,1.10779,1.11025,1.1074,1.10779
9/12/2024,1.10109,1.10475,1.10065,1.10109
9/11/2024,1.1021,1.1055,1.10028,1.1021
9/10/2024,1.10375,1.10503,1.10162,1.10375
9/9/2024,1.10872,1.10914,1.1035,1.10872
9/6/2024,1.11111,1.11496,1.10672,1.11111
9/5/2024,1.10805,1.11211,1.10752,1.10805
9/4/2024,1.10489,1.1094,1.10408,1.10489
9/3/2024,1.10675,1.10705,1.10338,1.10675
9/2/2024,1.10448,1.10776,1.10425,1.10448
8/30/2024,1.10805,1.10957,1.1054,1.10805
8/29/2024,1.1125,1.11402,1.10563,1.1125
8/28/2024,1.11779,1.11819,1.11054,1.11779
8/27/2024,1.11647,1.11796,1.11513,1.11647
8/26/2024,1.11879,1.12011,1.11529,1.11879
8/23/2024,1.11172,1.1196,1.11068,1.11172
8/22/2024,1.11554,1.11575,1.10993,1.11554
8/21/2024,1.11279,1.11483,1.11056,1.11279
8/20/2024,1.10865,1.11173,1.10725,1.10865
8/19/2024,1.1025,1.10726,1.10239,1.1025
8/16/2024,1.097273,1.10044,1.097273,1.097273
8/15/2024,1.10132,1.10169,1.09505,1.10132
8/14/2024,1.099699,1.10485,1.098829,1.099699
8/13/2024,1.093625,1.096251,1.091572,1.093625
8/12/2024,1.091381,1.093972,1.091334,1.091381
8/9/2024,1.091572,1.093135,1.090965,1.091572
8/8/2024,1.092813,1.094691,1.088234,1.092813
8/7/2024,1.092622,1.093637,1.090691,1.092622
8/6/2024,1.095098,1.096311,1.090465,1.095098
8/5/2024,1.091084,1.10074,1.089372,1.091084
8/2/2024,1.07876,1.092622,1.078295,1.07876
8/1/2024,1.082392,1.083776,1.07783,1.082392
7/31/2024,1.081607,1.085187,1.080871,1.081607
7/30/2024,1.081947,1.083776,1.079995,1.081947
7/29/2024,1.085376,1.087193,1.08031,1.085376
7/26/2024,1.085128,1.08685,1.084269,1.085128
7/25/2024,1.083952,1.086437,1.082931,1.083952
7/24/2024,1.085069,1.086649,1.082673,1.085069
7/23/2024,1.088981,1.090037,1.084446,1.088981
7/22/2024,1.089918,1.090156,1.08737,1.089918
7/19/2024,1.090156,1.090156,1.087737,1.090156
7/18/2024,1.09402,1.094212,1.090536,1.09402
7/17/2024,1.090251,1.094715,1.089633,1.090251
7/16/2024,1.090156,1.090631,1.087216,1.090156
7/15/2024,1.088554,1.092192,1.088435,1.088554
7/12/2024,1.087276,1.091119,1.086307,1.087276
7/11/2024,1.08333,1.089835,1.083295,1.08333
7/10/2024,1.081479,1.082872,1.081186,1.081479
7/9/2024,1.083095,1.083424,1.080625,1.083095
7/8/2024,1.082603,1.084716,1.081514,1.082603
7/5/2024,1.081069,1.083835,1.081069,1.081069
7/4/2024,1.079331,1.081666,1.078423,1.079331
7/3/2024,1.074841,1.08156,1.07371,1.074841
