date,btc_open,btc_high,btc_low,btc_close,eur_open,eur_high,eur_low,eur_close,gold_open,gold_high,gold_low,gold_close,gold_data_open,gold_data_high,gold_data_low,gold_data_close,irr_open,irr_high,irr_low,irr_close,irr_usd_data_open,irr_usd_data_high,irr_usd_data_low,irr_usd_data_close,japan_open,japan_high,japan_low,japan_close,japan_volume,japan_data_open,japan_data_high,japan_data_low,japan_data_close,japan_data_volume,lmt_open,lmt_high,lmt_low,lmt_close,lmt_volume,noc_open,noc_high,noc_low,noc_close,noc_volume,noc_data_open,noc_data_high,noc_data_low,noc_data_close,noc_data_volume,oil_close,oil_open,oil_high,oil_low,oil_volume,oil_change_percent,pltr_open,pltr_high,pltr_low,pltr_close,pltr_volume,qqq_open,qqq_high,qqq_low,qqq_close,qqq_volume,rtx_open,rtx_high,rtx_low,rtx_close,rtx_volume,rtx_data_open,rtx_data_high,rtx_data_low,rtx_data_close,rtx_data_volume,spy_open,spy_high,spy_low,spy_close,spy_volume,spy_data_open,spy_data_high,spy_data_low,spy_data_close,spy_data_volume,uk_open,uk_high,uk_low,uk_close,uk_volume,united states 10-year bond yield historical data_close,united states 10-year bond yield historical data_open,united states 10-year bond yield historical data_high,united states 10-year bond yield historical data_low,usbond_close,usbond_open,usbond_high,usbond_low
2021-04-29,54858.08984,55115.84375,52418.02734,53555.10938,1.21358,1.21521,1.21042,1.21359,1780.90002,1790.42505,1756.19495,1771.24329,1780.90002,1790.42505,1756.19495,1771.24329,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,68.13,68.2,67.64,68.040001,5639800,68.13,68.2,67.64,68.040001,5639800,375.0,381.98001,374.84,380.35001,1385600,342.0,354.17001,341.60999,352.22,1320900,342.0,354.17001,341.60999,352.22,1320900,64.88,63.59,65.32,63.53,119350.0,1.77,23.87,24.14,22.81,23.37,36770100,342.37,342.79999,336.89999,340.22,37708900,83.56,83.8,82.51,82.87,6237000,83.56,83.8,82.51,82.87,6237000,420.32001,420.72,416.44,420.059998,78544300,420.32001,420.72,416.44,420.059998,78544300,33.02,33.02,32.69,32.86,3137200,1.641,1.615,1.69,1.615,1.641,1.615,1.69,1.615
2021-04-30,53568.66406,57900.71875,53129.60156,57750.17578,1.21249,1.21286,1.20247,1.21271,1772.89502,1773.97998,1763.72998,1768.58997,1772.89502,1773.97998,1763.72998,1768.58997,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,67.69,67.8,67.19,67.42,6545900,67.69,67.8,67.19,67.42,6545900,378.85999,382.0,377.60001,380.56,1103700,353.82999,356.88,352.23001,354.44,1275200,353.82999,356.88,352.23001,354.44,1275200,63.48,64.76,64.83,63.0,159450.0,-2.16,23.18,23.55,22.84,23.040001,24717300,337.70001,340.26001,337.049988,337.98999,38263400,82.55,83.41,82.35,83.24,5616000,82.55,83.41,82.35,83.24,5616000,417.63,418.54001,416.34,417.29999,85527000,417.63,418.54001,416.34,417.29999,85527000,32.77,32.88,32.41,32.53,3953800,1.626,1.645,1.659,1.62,1.626,1.645,1.659,1.62
2021-05-03,56620.27344,58973.30859,56590.87109,57200.29297,1.20265,1.2078,1.20149,1.20278,1768.495,1798.22498,1765.91003,1792.36145,1768.495,1798.22498,1765.91003,1792.36145,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,67.91,68.25,67.79,68.22,5433700,67.91,68.25,67.79,68.22,5433700,379.76999,386.39001,379.059998,385.31,1347400,352.040009,362.82999,352.040009,361.0,1041700,352.040009,362.82999,352.040009,361.0,1041700,64.41,63.48,64.58,62.82,86700.0,1.47,23.01,23.08,22.21,22.3,33934400,339.23001,340.0,335.73001,336.19,29729700,83.8,84.45,83.28,84.14,5828800,83.8,84.45,83.28,84.14,5828800,419.42999,419.84,417.67001,418.20001,68128300,419.42999,419.84,417.67001,418.20001,68128300,32.85,33.029999,32.78,33.0,4460900,1.599,1.631,1.655,1.578,1.599,1.631,1.655,1.578
2021-05-04,57214.17969,57214.17969,53191.42578,53333.53906,1.20598,1.2063,1.2,1.20613,1792.29004,1799.375,1770.84497,1778.48315,1792.29004,1799.375,1770.84497,1778.48315,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,67.66,67.82,67.010002,67.36,8011900,67.66,67.82,67.010002,67.36,8011900,387.25,390.14999,384.54001,387.48001,1509600,362.64001,368.51001,361.5,368.12,1128600,362.64001,368.51001,361.5,368.12,1128600,65.61,64.43,66.12,64.21,148650.0,1.86,21.94,22.2,20.87,21.64,63429600,333.56,333.89001,326.20999,330.14001,65147000,84.12,84.59,83.15,83.94,9306900,84.12,84.59,83.15,83.94,9306900,416.070007,416.60001,411.67001,415.62,101591200,416.070007,416.60001,411.67001,415.62,101591200,32.67,32.8,32.44,32.66,3424700,1.591,1.605,1.624,1.557,1.591,1.605,1.624,1.557
2021-05-05,53252.16406,57911.36328,52969.05469,57424.00781,1.20163,1.20294,1.19872,1.2015,1778.91003,1788.34863,1769.95496,1786.44397,1778.91003,1788.34863,1769.95496,1786.44397,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,67.87,68.4,67.81,68.17,10408400,67.87,68.4,67.81,68.17,10408400,386.34,387.48001,381.70999,386.37,1079300,368.45999,373.23999,366.47,372.98999,1455900,368.45999,373.23999,366.47,372.98999,1455900,65.59,66.2,66.67,64.89,187510.0,-0.03,21.81,21.94,20.97,21.15,39134700,332.25,333.14001,328.23001,329.029999,46219300,83.63,84.67,83.54,84.13,4658200,83.63,84.67,83.54,84.13,4658200,417.38,417.63,415.14999,415.75,60162200,417.38,417.63,415.14999,415.75,60162200,32.95,33.19,32.91,33.17,2200300,1.571,1.592,1.626,1.568,1.571,1.592,1.626,1.568
2021-05-06,57441.30859,58363.31641,55382.50781,56396.51562,1.20091,1.207,1.1994,1.2008,1787.094971,1818.21497,1781.66504,1815.17834,1787.094971,1818.21497,1781.66504,1815.17834,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,68.17,68.73,68.07,68.72,12271100,68.17,68.73,68.07,68.72,12271100,387.98999,389.29999,386.0,387.34,1079500,374.01001,375.92999,368.29999,370.049988,1072700,374.01001,375.92999,368.29999,370.049988,1072700,64.67,65.26,65.93,64.47,117490.0,-1.4,21.02,21.02,19.41,20.09,92201100,328.76001,331.67001,326.45001,331.51001,46814300,84.81,84.9,83.53,84.68,4903900,84.81,84.9,83.53,84.68,4903900,415.82999,419.20999,413.67999,419.070007,74321400,415.82999,419.20999,413.67999,419.070007,74321400,33.2,33.43,33.040001,33.43,2176800,1.57,1.58,1.591,1.557,1.57,1.58,1.591,1.557
2021-05-07,56413.95312,58606.63281,55321.84766,57356.40234,1.20659,1.21654,1.20534,1.20685,1815.47998,1843.45496,1812.9032,1830.47705,1815.47998,1843.45496,1812.9032,1830.47705,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,68.67,69.13,68.55,69.059998,7396500,68.67,69.13,68.55,69.059998,7396500,387.0,392.60001,385.89001,390.34,1203700,369.17999,372.70999,366.25,370.63,959600,369.17999,372.70999,366.25,370.63,959600,64.88,64.86,65.2,63.89,168370.0,0.32,20.3,20.75,19.58,19.75,63725500,334.37,336.64999,331.69,334.20001,53324500,84.81,85.93,84.14,85.71,6056000,84.81,85.93,84.14,85.71,6056000,419.89001,422.82001,419.16,422.12,67733800,419.89001,422.82001,419.16,422.12,67733800,33.51,33.91,33.44,33.89,2840400,1.579,1.566,1.584,1.469,1.579,1.566,1.584,1.469
2021-05-10,58250.87109,59519.35547,54071.45703,55859.79688,1.21675,1.21773,1.21374,1.21711,1833.245,1845.53003,1830.089966,1835.43994,1833.245,1845.53003,1830.089966,1835.43994,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,69.53,69.58,68.88,68.92,8289300,69.53,69.58,68.88,68.92,8289300,391.35999,396.98999,391.29001,393.14001,1578600,373.29999,378.60999,373.29999,373.79999,714800,373.29999,378.60999,373.29999,373.79999,714800,64.93,65.25,66.0,63.96,193200.0,0.08,19.28,19.3,18.18,18.47,104670500,332.78,332.95999,325.54999,325.76001,60700500,86.86,87.040001,84.93,85.040001,9042600,86.86,87.040001,84.93,85.040001,9042600,422.5,422.73999,417.81,417.94,81852400,422.5,422.73999,417.81,417.94,81852400,34.13,34.2,33.9,33.92,4249000,1.604,1.586,1.609,1.559,1.604,1.586,1.609,1.559
2021-05-11,55847.24219,56872.54297,54608.65234,56704.57422,1.21421,1.21797,1.21255,1.21409,1834.58496,1842.32495,1817.68005,1836.93994,1834.58496,1842.32495,1817.68005,1836.93994,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,67.32,67.86,67.13,67.75,9958500,67.32,67.86,67.13,67.75,9958500,391.029999,391.67999,384.41,387.82001,1353200,372.029999,374.079987,365.98001,368.29999,954500,372.029999,374.079987,365.98001,368.29999,954500,65.3,64.94,65.51,63.71,195320.0,0.57,17.2,20.3,17.055,20.21,203230500,319.70001,326.13,319.019989,325.31,71963600,84.24,85.2,83.35,84.33,6708100,84.24,85.2,83.35,84.33,6708100,413.10001,415.26999,410.059998,414.20999,116888000,413.10001,415.26999,410.059998,414.20999,116888000,33.26,33.53,33.21,33.41,3418700,1.622,1.602,1.631,1.586,1.622,1.602,1.631,1.586
2021-05-12,56714.53125,57939.36328,49150.53516,49150.53516,1.21455,1.21507,1.20681,1.21445,1837.39502,1843.68994,1813.0,1815.43994,1837.39502,1843.68994,1813.0,1815.43994,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,66.51,66.74,65.23,65.43,13944500,66.51,66.74,65.23,65.43,13944500,387.97,390.35001,380.20001,380.62,1633700,368.62,371.57999,363.12,363.14999,999600,368.62,371.57999,363.12,363.14999,999600,66.1,65.44,66.63,64.98,256700.0,1.23,20.0,20.0,18.51,18.89,128281500,320.23001,322.62,316.0,316.89001,91164900,84.23,84.86,82.22,82.28,6086800,84.23,84.86,82.22,82.28,6086800,411.23001,412.59,404.0,405.41,134811000,411.23001,412.59,404.0,405.41,134811000,33.53,33.72,33.22,33.31,2787100,1.693,1.629,1.701,1.609,1.693,1.629,1.701,1.609
2021-05-13,49735.43359,51330.84375,46980.01953,49716.19141,1.20769,1.21065,1.20531,1.20785,1815.89502,1828.81006,1808.77502,1826.56995,1815.89502,1828.81006,1808.77502,1826.56995,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,65.38,66.080002,65.38,65.97,9473200,65.38,66.080002,65.38,65.97,9473200,381.78,390.38,380.95001,387.76999,1105800,362.82999,372.76001,362.54001,370.059998,757000,362.82999,372.76001,362.54001,370.059998,757000,63.84,65.78,65.83,63.12,247680.0,-3.42,19.14,19.47,17.82,18.37,87811600,319.92001,322.39999,316.89999,319.34,69877800,82.3,84.28,82.14,83.78,4701200,82.3,84.28,82.14,83.78,4701200,407.070007,412.35001,407.019989,410.28,106394000,407.070007,412.35001,407.019989,410.28,106394000,33.02,33.4,32.98,33.35,3767000,1.659,1.702,1.707,1.651,1.659,1.702,1.707,1.651
2021-05-14,49682.98047,51438.11719,48868.57812,49880.53516,1.20802,1.21477,1.20715,1.20773,1826.495,1845.54504,1819.78503,1842.18994,1826.495,1845.54504,1819.78503,1842.18994,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,66.69,67.029999,66.65,67.010002,6792500,66.69,67.029999,66.65,67.010002,6792500,390.17001,392.10001,388.59,390.78,799800,371.0,372.89999,370.16,371.60999,757100,371.0,372.89999,370.16,371.60999,757100,65.36,63.84,65.6,63.35,246220.0,2.38,18.82,20.2,18.53,20.08,79409500,322.60001,327.32999,322.079987,326.39001,44370000,84.45,86.07,84.36,85.88,4989200,84.45,86.07,84.36,85.88,4989200,413.20999,417.48999,413.17999,416.57999,82201600,413.20999,417.48999,413.17999,416.57999,82201600,33.63,33.91,33.63,33.84,3126300,1.635,1.663,1.668,1.625,1.635,1.663,1.668,1.625
2021-05-17,46415.89844,46623.55859,42207.28906,43537.51172,1.21476,1.217,1.21275,1.21504,1843.84497,1868.80005,1841.245,1866.13245,1843.84497,1868.80005,1841.245,1866.13245,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,66.42,66.53,66.22,66.45,4992100,66.42,66.53,66.22,66.45,4992100,389.63,392.029999,388.72,391.12,979100,372.5,374.67999,371.35999,372.87,648900,372.5,374.67999,371.35999,372.87,648900,66.28,65.44,66.42,64.83,229560.0,1.41,19.73,20.49,19.63,20.46,50039600,324.63,326.37,321.45001,324.41,39395000,85.059998,86.57,85.059998,86.57,5059800,85.059998,86.57,85.059998,86.57,5059800,415.39001,416.39001,413.35999,415.51999,65129200,415.39001,416.39001,413.35999,415.51999,65129200,33.7,34.0,33.67,33.97,1986800,1.652,1.635,1.652,1.605,1.652,1.635,1.652,1.605
2021-05-18,43488.05859,45812.45703,42367.83203,42909.40234,1.21552,1.22324,1.21541,1.21569,1866.59497,1875.40002,1862.94495,1868.21997,1866.59497,1875.40002,1862.94495,1868.21997,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,67.58,67.72,67.24,67.29,6200900,67.58,67.72,67.24,67.29,6200900,391.26999,394.17001,387.079987,387.22,1171800,371.87,373.70999,368.51999,368.62,735900,371.87,373.70999,368.51999,368.62,735900,65.5,66.31,67.02,64.14,484420.0,-1.18,20.52,21.62,20.26,21.24,59672400,325.39001,326.64999,321.94,322.22,36528500,86.2,86.96,85.35,85.38,7438300,86.2,86.96,85.35,85.38,7438300,415.79999,416.059998,411.76999,411.94,59810200,415.79999,416.059998,411.76999,411.94,59810200,34.080002,34.099998,33.8,33.82,2509800,1.64,1.647,1.657,1.628,1.64,1.647,1.657,1.628
2021-05-19,42944.97656,43546.11719,30681.49609,37002.44141,1.22264,1.2248,1.21919,1.2224,1869.59497,1890.14502,1851.93506,1869.56995,1869.59497,1890.14502,1851.93506,1869.56995,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,66.76,67.22,66.6,66.95,7092600,66.76,67.22,66.6,66.95,7092600,385.0,385.73001,381.35001,385.54001,995000,368.28,371.0,363.51999,370.89999,685300,368.28,371.0,363.51999,370.89999,685300,63.35,65.3,65.35,61.95,615260.0,-3.28,20.1,21.035,19.94,20.67,45314000,316.66,322.89999,316.29999,322.59,66319100,84.84,85.27,83.58,85.21,9296500,84.84,85.27,83.58,85.21,9296500,406.92001,411.049988,405.32999,410.85999,106467100,406.92001,411.049988,405.32999,410.85999,106467100,33.41,33.65,33.19,33.51,4253600,1.676,1.642,1.692,1.62,1.676,1.642,1.692,1.62
2021-05-20,36753.66797,42462.98438,35050.61719,40782.73828,1.21729,1.2229,1.21709,1.21729,1869.745,1884.12,1863.53003,1876.68994,1869.745,1884.12,1863.53003,1876.68994,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,2.38095e-05,67.28,67.78,67.24,67.56,6274300,67.28,67.78,67.24,67.56,6274300,386.79001,389.54001,386.070007,388.32001,1094700,371.17001,374.29999,371.10999,371.95999,786800,371.17001,374.29999,371.10999,371.95999,786800,61.94,63.35,63.95,61.67,524170.0,-2.23,20.75,20.81,20.28,20.61,46302400,324.12,329.70999,323.89001,328.82999,46466100,84.74,85.56,84.089996,85.23,10059900,84.74,85.56,84.089996,85.23,10059900,411.79999,416.63,411.67001,415.28,78022200,411.79999,416.63,411.67001,415.28,78022200,33.64,33.94,33.56,33.93,3389700,1.628,1.673,1.68,1.625,1.628,1.673,1.68,1.625
